iter	Logloss
298	0.4563941158
299	0.4562777715
300	0.4562208422
301	0.4561521493
302	0.4560247082
303	0.4559252861
304	0.4557868762
305	0.4556099581
306	0.4555228302
307	0.4554263893
308	0.4554260505
309	0.4552834069
310	0.4551866242
311	0.455053404
312	0.4549733371
313	0.4548465475
314	0.4547109136
315	0.4546523008
316	0.454521461
317	0.4545146435
318	0.4544234403
319	0.4542381791
320	0.4540880162
321	0.4539953964
322	0.4538704784
323	0.453792893
324	0.4536650874
325	0.4536351491
326	0.4535595855
327	0.4534647901
328	0.4534246287
329	0.4534245052
330	0.4533780345
331	0.453352989
332	0.4532807993
333	0.4531224315
334	0.4530885166
335	0.4529755933
336	0.4528968361
337	0.4527923298
338	0.4526870293
339	0.4526472632
340	0.4526027545
341	0.4524628251
342	0.4524191673
343	0.4522360698
344	0.4521484795
345	0.4521003572
346	0.4520612036
347	0.4520241419
348	0.4518630792
349	0.451724287
350	0.4517138408
351	0.4516788016
352	0.4515233231
353	0.4514367345
354	0.451362871
355	0.4512258923
356	0.4511240996
357	0.4510531151
358	0.4510110109
359	0.4509602932
360	0.4509214196
361	0.4508123883
362	0.4507125132
363	0.4506202788
364	0.4505095352
365	0.4504259755
366	0.4504161529
367	0.4503692228
368	0.4503422033
369	0.450261671
370	0.45017768
371	0.4500882569
372	0.4499814964
373	0.4499195609
374	0.4498585952
375	0.4498180831
376	0.4497298329
377	0.4497142907
378	0.4496747299
379	0.4495815657
380	0.4495499253
381	0.4494774236
382	0.4493773133
383	0.4493166808
384	0.4492700066
385	0.4492573516
386	0.4492552472
387	0.4492180071
388	0.449154777
389	0.4490873993
390	0.4490357949
391	0.4489671982
392	0.4489259372
393	0.4488546275
394	0.4488546272
395	0.4488165482
396	0.4487262814
397	0.4486737892
398	0.4486737892
399	0.4485763978
400	0.4485379962
401	0.4484673115
402	0.4484126894
403	0.4484122688
404	0.4483705167
405	0.4483128782
406	0.4482277738
407	0.4481322794
408	0.448059392
409	0.4480249248
410	0.44801406
411	0.4478842762
412	0.4478436447
413	0.4478196018
414	0.4478010806
415	0.4477188121
416	0.4476510627
417	0.447582789
418	0.4475571639
419	0.4474816332
420	0.4473935052
421	0.4473482015
422	0.4473353063
423	0.4473096356
424	0.4472177322
425	0.4470952789
426	0.4470501275
427	0.4469740992
428	0.4469347813
429	0.4469281341
430	0.4468938194
431	0.4468215481
432	0.4467547216
433	0.4467001993
434	0.4466596268
435	0.4466179762
436	0.4465953356
437	0.4465610633
438	0.4465117347
439	0.4465054229
440	0.4464193148
441	0.4463654035
442	0.4463419496
443	0.4463178063
444	0.44621976
445	0.446143672
446	0.4460835565
447	0.4460156973
448	0.4459473456
449	0.4458685125
450	0.4457887261
451	0.4457401742
452	0.4456967232
453	0.4456723867
454	0.4456148802
455	0.4455952803
456	0.4455946521
457	0.4454974729
458	0.4454805224
459	0.4454369562
460	0.4454038352
461	0.4453656373
462	0.4453656242
463	0.4453149409
464	0.4452896341
465	0.4452797385
466	0.4451642206
467	0.4451030952
468	0.4450962494
469	0.4450787867
470	0.4450458108
471	0.4450148853
472	0.4449305033
473	0.4449219971
474	0.444907271
475	0.4448571665
476	0.4448263984
477	0.4447749973
478	0.4447302357
479	0.4447256667
480	0.4446904721
481	0.4446621035
482	0.4446287383
483	0.4446283546
484	0.4446283326
485	0.4446245788
486	0.444616854
487	0.4445868933
488	0.4445285465
489	0.4444906783
490	0.4444821504
491	0.444460447
492	0.4444549736
493	0.444452933
494	0.4444502476
495	0.4443837504
496	0.4443612889
497	0.4443332812
498	0.4442831472
499	0.4442345279
500	0.4441398294
501	0.4440942047
502	0.444017787
503	0.4439763744
504	0.4439756684
505	0.4439740357
506	0.4438933347
507	0.4438714731
508	0.4438333992
509	0.4438320144
510	0.4437910908
511	0.4437910685
512	0.4437446613
513	0.4437351156
514	0.4437304917
515	0.4437223398
516	0.4437145674
517	0.4437136183
518	0.4436688811
519	0.4436688606
520	0.4436238305
521	0.4435814273
522	0.4434989058
523	0.4434792708
524	0.4434752535
525	0.4434361841
526	0.4433892647
527	0.4433410622
528	0.4432415237
529	0.4432058994
530	0.4431597837
531	0.4431118474
532	0.4430606507
533	0.443024565
534	0.4430240449
535	0.4429840572
536	0.4429808143
537	0.4429580486
538	0.4429280886
539	0.4428718492
540	0.4428589042
541	0.4428584794
542	0.442856087
543	0.4428322336
544	0.4427965582
545	0.4427965568
546	0.4427965355
547	0.4427912715
548	0.4427699005
549	0.4427672033
550	0.4427381556
551	0.4426867258
552	0.4426710148
553	0.442643088
554	0.442638989
555	0.442638797
556	0.4426387964
557	0.4426387772
558	0.4426387583
559	0.4425996168
560	0.442531471
561	0.4425200864
562	0.4425200546
563	0.4424927369
564	0.4424544775
565	0.4423925113
566	0.4423273412
567	0.4423135217
568	0.4422756105
569	0.4422711568
570	0.4422711281
571	0.4421897748
572	0.4421525995
573	0.4421065461
574	0.4420478075
575	0.4420115456
576	0.4419986238
577	0.4419894639
578	0.4419176303
579	0.4418749238
580	0.4418687622
581	0.4418620617
582	0.4418125487
583	0.4417734309
584	0.4417711896
585	0.4417369248
586	0.4416973773
587	0.4416147388
588	0.4416035201
589	0.4415605529
590	0.4415551533
591	0.4415478119
592	0.4414924287
593	0.441492426
594	0.4414354494
595	0.4413986282
596	0.4413972554
597	0.4413891435
598	0.4413888677
599	0.4413342045
600	0.4413275058
601	0.4413273157
602	0.4412850092
603	0.4412629319
604	0.4412444462
605	0.4412086593
606	0.4411798672
607	0.4411656095
608	0.4410997425
609	0.4410952154
610	0.4410695019
611	0.4410360876
612	0.4409938776
613	0.4409744411
614	0.4409405365
615	0.4409000047
616	0.4408989428
617	0.4408302591
618	0.4408089045
619	0.4407816164
620	0.4407244464
621	0.4406795858
622	0.4406473781
623	0.4406470858
624	0.4406457412
625	0.4405814238
626	0.4405434646
627	0.4405434436
628	0.4405434375
629	0.4405430409
630	0.4404897644
631	0.4404516483
632	0.4404304426
633	0.4403900833
634	0.4403849615
635	0.4403139075
636	0.4402914789
637	0.4402791154
638	0.4402764695
639	0.4402046878
640	0.4402033464
641	0.4402009285
642	0.4401964083
643	0.4401352772
644	0.440095524
645	0.4400919444
646	0.4400272899
647	0.4400083667
648	0.4399672374
649	0.4399063471
650	0.4398846855
651	0.439829671
652	0.4398052828
653	0.4396972169
654	0.439674046
655	0.439612284
656	0.4395915593
657	0.4395915592
658	0.4395348877
659	0.4395185126
660	0.4394907557
661	0.4394845111
662	0.4394812719
663	0.4394780064
664	0.4394500455
665	0.4394279693
666	0.4394279471
667	0.4394123485
668	0.4393252357
669	0.439286535
670	0.4392784681
671	0.4392544056
672	0.4392140125
673	0.439213426
674	0.4392025027
675	0.4391391089
676	0.4391296518
677	0.4390570617
678	0.439057048
679	0.4390570262
680	0.4390375723
681	0.43903722
682	0.4390126435
683	0.4389709879
684	0.438927906
685	0.4389272316
686	0.4389272107
687	0.4389054718
688	0.4388859345
689	0.4388859275
690	0.4388395821
691	0.4388140552
692	0.4387833797
693	0.4387592691
694	0.4387081107
695	0.4386066491
696	0.4385130959
697	0.4384764294
698	0.4384710775
699	0.438424846
700	0.4383670866
701	0.4383366793
702	0.4382708605
703	0.4382479991
704	0.4382479991
705	0.4382363897
706	0.4382362297
707	0.4381951165
708	0.4381700843
709	0.4381495791
710	0.4381069698
711	0.4380548433
712	0.4380296666
713	0.4380295422
714	0.43802952
715	0.4380287178
716	0.4380281723
717	0.4380214527
718	0.4379472167
719	0.4378905278
720	0.4378684023
721	0.4378315887
722	0.4378251021
723	0.4377696149
724	0.4377569513
725	0.4377555707
726	0.4377424168
727	0.4377345869
728	0.4377301253
729	0.4376405016
730	0.437614074
731	0.437587451
732	0.4375856526
733	0.4375815611
734	0.4375562169
735	0.4375429178
736	0.4375054685
737	0.4374835545
738	0.4374416117
739	0.4374168093
740	0.4373970381
741	0.4373935078
742	0.4373925904
743	0.4373923324
744	0.4373922734
745	0.4373870018
746	0.4373691717
747	0.4373557677
748	0.4373382665
749	0.4373360524
750	0.4372602465
751	0.4372300186
752	0.4372090601
753	0.4372090581
754	0.4371934826
755	0.4371814839
756	0.437181
757	0.4371304521
758	0.4371304423
759	0.4371304
760	0.4371155575
761	0.4371134573
762	0.4370957742
763	0.4370703676
764	0.4370289772
765	0.4369787762
766	0.436976126
767	0.4369469445
768	0.4369418304
769	0.4369355703
770	0.4369349786
771	0.4368999121
772	0.436849648
773	0.4368032117
774	0.4367959805
775	0.4367798959
776	0.4367451573
777	0.4367060934
778	0.4367006277
779	0.4366704566
780	0.4366430361
781	0.4365801669
782	0.436579806
783	0.4365669114
784	0.4365501238
785	0.4365326939
786	0.4365283533
787	0.4365255514
788	0.4364966562
789	0.4364918354
790	0.436488419
791	0.4364882895
792	0.4364248133
793	0.436409208
794	0.4364061497
795	0.4363658387
796	0.4363349457
797	0.436277909
798	0.4362552722
799	0.4362419744
800	0.4362269289
801	0.43619191
802	0.4361825491
803	0.4361698785
804	0.43616932
805	0.4361155417
806	0.4360863418
807	0.4360863382
808	0.4360863246
809	0.4359974599
810	0.4359796209
811	0.4359246765
812	0.4358675466
813	0.435865096
814	0.4358143498
815	0.4357998194
816	0.4357951714
817	0.4357898577
818	0.4357727593
819	0.4357633987
820	0.4357633926
821	0.4357472116
822	0.4357266693
823	0.4357005898
824	0.4356769333
825	0.4356769324
826	0.4356224581
827	0.4355745488
828	0.4355731866
829	0.435567609
830	0.4355057268
831	0.4355054209
832	0.4355005027
833	0.4354990734
834	0.435498661
835	0.4354985859
836	0.4354680478
837	0.4354514579
838	0.4354306046
839	0.4354269129
840	0.4354211823
841	0.4354073062
842	0.4353921957
843	0.4353565035
844	0.4353464146
845	0.4353116955
846	0.4352987609
847	0.4352847899
848	0.4352807297
849	0.435252852
850	0.435239214
851	0.4352221188
852	0.4351710312
853	0.4351511249
854	0.4351494752
855	0.4351189091
856	0.4351179659
857	0.4350831707
858	0.4350571663
859	0.4350152657
860	0.4350058762
861	0.4349782967
862	0.4349774439
863	0.4349580586
864	0.4349570498
865	0.4349316775
866	0.4349312143
867	0.4348604972
868	0.4348367493
869	0.4348365173
870	0.4348351702
871	0.4348351596
872	0.4348070733
873	0.4347894941
874	0.4347650499
875	0.434752799
876	0.4347457215
877	0.4347456667
878	0.4347145167
879	0.434706923
880	0.4347029134
881	0.4346507007
882	0.4345974244
883	0.4345707412
884	0.4345427408
885	0.434533405
886	0.4345195373
887	0.4344986257
888	0.4344720522
889	0.4344292093
890	0.4344274593
891	0.4343778147
892	0.4343776042
893	0.4343315697
894	0.4343171611
895	0.4343065484
896	0.4343065481
897	0.4343036341
898	0.4342731867
899	0.4342731768
900	0.4342589382
901	0.4342473272
902	0.4342225749
903	0.4341972919
904	0.4341648794
905	0.4340999564
906	0.4340999552
907	0.4340533647
908	0.4340244255
909	0.4339956139
910	0.4339794821
911	0.4339511288
912	0.4339302331
913	0.4339278409
914	0.4339136259
915	0.4339035298
916	0.4339017727
917	0.4338789088
918	0.4338296773
919	0.4337848243
920	0.4337823402
921	0.4337534571
922	0.4337345558
923	0.4337282537
924	0.4336912817
925	0.4336818796
926	0.4336492885
927	0.4336407727
928	0.4336218179
929	0.4335956898
930	0.4335726897
931	0.4335340035
932	0.4335330819
933	0.4334665726
934	0.4334665714
935	0.4334419124
936	0.4334056455
937	0.4333766323
938	0.4333439463
939	0.4333268284
940	0.4333095197
941	0.4332705214
942	0.4332518563
943	0.4332508808
944	0.4332024743
945	0.4331806735
946	0.4331544351
947	0.4331322189
948	0.4330993735
949	0.4330849228
950	0.4330471273
951	0.4330136082
952	0.4329935821
953	0.432950662
954	0.4329500724
955	0.4329289132
956	0.4329284692
957	0.4329278929
958	0.4328926258
959	0.4328909763
960	0.4327757319
961	0.4327473498
962	0.432693812
963	0.4326707554
964	0.4326350491
965	0.4325946211
966	0.4325788035
967	0.4325181625
968	0.4324794552
969	0.4324477508
970	0.4323865912
971	0.4323851757
972	0.4323655098
973	0.4323321668
974	0.4323085224
975	0.4322806938
976	0.4322368012
977	0.4322356484
978	0.4322183174
979	0.4321595353
980	0.4321460118
981	0.4321193767
982	0.4321193739
983	0.432062729
984	0.4320589447
985	0.4320144369
986	0.4319786602
987	0.4319399954
988	0.4318880861
989	0.4318686527
990	0.4318658788
991	0.4318524364
992	0.4318301957
993	0.431811827
994	0.4318008198
995	0.4317696986
996	0.4317664192
997	0.4317460914
998	0.4316854039
999	0.4316843171
1000	0.4316575409
1001	0.4316233298
1002	0.4316220705
1003	0.431559484
1004	0.431534744
1005	0.4315340017
1006	0.4315085233
1007	0.4314781341
1008	0.4314716898
1009	0.4314492516
1010	0.4314492413
1011	0.4313685481
1012	0.4313556737
1013	0.4313543021
1014	0.4313208652
1015	0.431320203
1016	0.4312613878
1017	0.4312580214
1018	0.4311558791
1019	0.4311207074
1020	0.431006812
1021	0.4309232077
1022	0.4308853296
1023	0.4308852583
1024	0.4308145234
1025	0.4308033671
1026	0.4307531128
1027	0.4307263048
1028	0.4306759722
1029	0.4306454426
1030	0.4306160128
1031	0.4305780399
1032	0.4305088537
1033	0.430508607
1034	0.4304461611
1035	0.4304441907
1036	0.4304344983
1037	0.4303713408
1038	0.430352632
1039	0.4303358022
1040	0.4302657773
1041	0.430265763
1042	0.4302356013
1043	0.4301724137
1044	0.4301497503
1045	0.4300940191
1046	0.4300679725
1047	0.430020526
1048	0.4300198347
1049	0.4300194084
1050	0.4300007534
1051	0.4299784508
1052	0.4299625268
1053	0.4299622134
1054	0.4299141604
1055	0.4298408784
1056	0.4298139194
1057	0.4296984239
1058	0.4296747145
1059	0.4296331434
1060	0.4296099071
1061	0.4295761612
1062	0.4295761458
1063	0.4295574858
1064	0.4295279086
1065	0.4294781015
1066	0.4294505919
1067	0.4294210072
1068	0.4294186078
1069	0.4293803348
1070	0.4293791952
1071	0.4293049938
1072	0.4292192813
1073	0.4291592442
1074	0.4291009842
1075	0.4290425635
1076	0.4289756664
1077	0.4289387074
1078	0.4288675554
1079	0.4288544316
1080	0.4288134845
1081	0.4287943886
1082	0.4287215778
1083	0.4286944523
1084	0.4286499302
1085	0.4285916308
1086	0.428545254
1087	0.4285232827
1088	0.4284897107
1089	0.4284402752
1090	0.4283603899
1091	0.4283581574
1092	0.4283203733
1093	0.4282724164
1094	0.4282367955
1095	0.4282058016
1096	0.4281617852
1097	0.4281500623
1098	0.428117008
1099	0.4280469012
1100	0.4279781252
1101	0.4278823545
1102	0.4278807824
1103	0.4278396729
1104	0.4277994078
1105	0.4277811584
1106	0.4277384519
1107	0.4277256082
1108	0.4277245539
1109	0.4276872682
1110	0.4276221113
1111	0.4275684673
1112	0.4275412586
1113	0.4274824264
1114	0.4273858371
1115	0.4273858358
1116	0.427361163
1117	0.4272591919
1118	0.4272072295
1119	0.4271716844
1120	0.4270833983
1121	0.4270392501
1122	0.4269361245
1123	0.4268834521
1124	0.4268450003
1125	0.4268340513
1126	0.4267812653
1127	0.426735203
1128	0.4266506982
1129	0.4265861111
1130	0.4265850034
1131	0.4265357954
1132	0.4264948939
1133	0.4264134574
1134	0.4263706838
1135	0.4263331785
1136	0.4262702835
1137	0.4262334887
1138	0.4262025765
1139	0.4261288907
1140	0.4260634257
1141	0.4260147161
1142	0.4259730542
1143	0.4259216321
1144	0.425836693
1145	0.4257884768
1146	0.4256976194
1147	0.4256224593
1148	0.4255529531
1149	0.4255115934
1150	0.4254456094
1151	0.4253717706
1152	0.4253541611
1153	0.4252434759
1154	0.4252080321
1155	0.425135456
1156	0.4251007523
1157	0.4250342065
1158	0.4249832243
1159	0.4249284314
1160	0.4248855243
1161	0.4248653658
1162	0.4247911438
1163	0.4247906996
1164	0.4247605772
1165	0.4246982157
1166	0.4246323971
1167	0.424557386
1168	0.424507265
1169	0.4244024149
1170	0.4243575517
1171	0.4242399491
1172	0.4242399128
1173	0.4241689543
1174	0.4240967243
1175	0.4240187492
1176	0.4239882225
1177	0.4239423666
1178	0.4238410085
1179	0.4237663438
1180	0.4237132247
1181	0.4236187313
1182	0.4234823269
1183	0.423438091
1184	0.4234052068
1185	0.4233670294
1186	0.4233299369
1187	0.4232854857
1188	0.4232418634
1189	0.4232192964
1190	0.4231278391
1191	0.4230472605
1192	0.4229755134
1193	0.4229210094
1194	0.4228932269
1195	0.4228575648
1196	0.4227684272
1197	0.4226757892
1198	0.422633651
1199	0.4225380059
1200	0.422438942
1201	0.4223357379
1202	0.4222722014
1203	0.4221754182
1204	0.4221284861
1205	0.4220600169
1206	0.421973203
1207	0.4218798982
1208	0.4218062643
1209	0.4217529013
1210	0.4216922228
1211	0.4216719217
1212	0.4216357349
1213	0.4215924104
1214	0.4214810727
1215	0.4214063358
1216	0.4213642523
1217	0.4213223969
1218	0.4212567071
1219	0.4211964536
1220	0.4211327933
1221	0.4210422301
1222	0.4209938214
1223	0.4209561408
1224	0.4208599173
1225	0.4207763864
1226	0.4207246829
1227	0.4206358394
1228	0.4205518386
1229	0.4205179636
1230	0.4204126316
1231	0.420378169
1232	0.4203300436
1233	0.4202977625
1234	0.4202091081
1235	0.4201461643
1236	0.4200795529
1237	0.4200053837
1238	0.4199579765
1239	0.4198804017
1240	0.4197613852
1241	0.4197107717
1242	0.4196293462
1243	0.4195723033
1244	0.4194908352
1245	0.4193844134
1246	0.4193410976
1247	0.419309873
1248	0.4192529974
1249	0.4191613832
1250	0.4190733606
1251	0.4189951713
1252	0.418945071
1253	0.4188477314
1254	0.4187717888
1255	0.4187254212
1256	0.4186727921
1257	0.4185857383
1258	0.4185340304
1259	0.4184787124
1260	0.4183840031
1261	0.4183471329
1262	0.41827521
1263	0.4182354888
1264	0.4181553388
1265	0.4180862745
1266	0.418030353
1267	0.4179879478
1268	0.4179102886
1269	0.4178509321
1270	0.417837705
1271	0.4177683963
1272	0.4177388413
1273	0.4177097809
1274	0.4176649865
1275	0.4175915586
1276	0.417531007
1277	0.4174798021
1278	0.4174565122
1279	0.4174163749
1280	0.4173768469
1281	0.417305333
1282	0.4172770063
1283	0.4172237345
1284	0.4171364445
1285	0.4170853338
1286	0.4170287951
1287	0.4170026079
1288	0.4169699697
1289	0.4169172961
1290	0.4168786823
1291	0.4168329802
1292	0.4167813099
1293	0.4167556954
1294	0.4167028931
1295	0.4166388486
1296	0.4165708439
1297	0.4165196194
1298	0.4164972914
1299	0.4164192266
1300	0.4163162589
1301	0.4162788226
1302	0.4161903726
1303	0.4161393924
1304	0.4160593972
1305	0.4159936046
1306	0.4159173742
1307	0.4158383223
1308	0.4158100649
1309	0.4157321387
1310	0.4156569553
1311	0.4156142451
1312	0.415568336
1313	0.4155038896
1314	0.4154171561
1315	0.415348517
1316	0.4153005918
1317	0.4152697562
1318	0.4151875535
1319	0.4151130467
1320	0.4150933662
1321	0.4150468692
1322	0.4149831988
1323	0.4149563768
1324	0.4148960803
1325	0.4148309747
1326	0.4147396864
1327	0.4146711628
1328	0.4146459647
1329	0.4146080771
1330	0.4145168798
1331	0.414446185
1332	0.4143664929
1333	0.4142923186
1334	0.4142580706
1335	0.4142134042
1336	0.4141855973
1337	0.4141466339
1338	0.4140937802
1339	0.4139940526
1340	0.4139555063
1341	0.4138970538
1342	0.4138222781
1343	0.4137820608
1344	0.4137463706
1345	0.4136949244
1346	0.4136022974
1347	0.4135131966
1348	0.4134819481
1349	0.4134204681
1350	0.4133750225
1351	0.4132736663
1352	0.4132092033
1353	0.413151542
1354	0.4131054785
1355	0.4130388436
1356	0.4129648543
1357	0.4129408913
1358	0.4129075236
1359	0.4128057926
1360	0.41275461
1361	0.4127347463
1362	0.4126967226
1363	0.4126554216
1364	0.4126087806
1365	0.4125654804
1366	0.4124504378
1367	0.4124045103
1368	0.4123453329
1369	0.4122858366
1370	0.4122123058
1371	0.4121550171
1372	0.4121010227
1373	0.4120371608
1374	0.4120146713
1375	0.4119141983
1376	0.4118656813
1377	0.411828573
1378	0.411809113
1379	0.4117598614
1380	0.411724278
1381	0.4116695249
1382	0.4116113922
1383	0.411577249
1384	0.41152115
1385	0.4114849572
1386	0.4114203374
1387	0.4114059594
1388	0.4113393544
1389	0.4112296849
1390	0.4111625904
1391	0.4110665784
1392	0.4110358262
1393	0.4109896897
1394	0.4109353156
1395	0.4108940371
1396	0.4108143276
1397	0.4107725841
1398	0.4106997319
1399	0.4106604937
1400	0.4106143324
1401	0.4105568833
1402	0.4104974501
1403	0.4104539522
1404	0.4104199446
1405	0.410402569
1406	0.4103797271
1407	0.4103401778
1408	0.4102905322
1409	0.4102497603
1410	0.4101630876
1411	0.4101209506
1412	0.4100755855
1413	0.4100277564
1414	0.4100002586
1415	0.4099540859
1416	0.4099292761
1417	0.4098745687
1418	0.4098144648
1419	0.4097360721
1420	0.4096944375
1421	0.4096263273
1422	0.4095584261
1423	0.4095444815
1424	0.4094807563
1425	0.4094524524
1426	0.4094142452
1427	0.4093891072
1428	0.4093486925
1429	0.4093149992
1430	0.4092617264
1431	0.409231705
1432	0.4091699986
1433	0.4090522343
1434	0.4089412035
1435	0.4089046989
1436	0.4088443839
1437	0.4087455277
1438	0.4086915047
1439	0.4086073168
1440	0.4085121698
1441	0.4084687483
1442	0.4084146273
1443	0.408386303
1444	0.4083422309
1445	0.4082475095
1446	0.408207983
1447	0.4081770117
1448	0.4081327051
1449	0.408098261
1450	0.4080826462
1451	0.4080508058
1452	0.4080284976
1453	0.4079410863
1454	0.4079009592
1455	0.4078668907
1456	0.4078289128
1457	0.4077396706
1458	0.4076690604
1459	0.4075534634
1460	0.4074788933
1461	0.4074329213
1462	0.4073977147
1463	0.4073476655
1464	0.4072673827
1465	0.4072370696
1466	0.4071866031
1467	0.4071640383
1468	0.4071217668
1469	0.4070711001
1470	0.40701687
1471	0.4069400728
1472	0.4068665396
1473	0.4068190508
1474	0.4067653363
1475	0.4067124853
1476	0.4066490846
1477	0.4065854724
1478	0.4065447334
1479	0.4065256408
1480	0.4064638791
1481	0.4064303258
1482	0.4063743271
1483	0.406339637
1484	0.406317607
1485	0.4062783476
1486	0.4062170126
1487	0.406179039
1488	0.40615956
1489	0.4061103079
1490	0.4060713294
1491	0.406034866
1492	0.4059641408
1493	0.4058967665
1494	0.4058705792
1495	0.4058137702
1496	0.4057609162
1497	0.4057235045
1498	0.4056677357
1499	0.4056245556
